EmployeeID,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
123,24.0,1.0,28970.0,1.0,18.0,5.0,4.0,5.0,0.0,3.0,9.99,Travel_Rarely,Research & Development,3,Life Sciences,Female,5,Manager,Divorced,3,3,4.0,3.0,4.0,3,Others,Resignation
124,30.0,3.0,59680.0,1.0,13.0,1.0,3.0,1.0,0.0,0.0,6.9,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manager,Married,3,3,3.0,2.0,3.0,0,Others,Resignation
125,26.0,14.0,75100.0,0.0,18.0,7.0,3.0,6.0,0.0,4.0,7.0,Travel_Frequently,Sales,3,Life Sciences,Male,2,Manager,Single,3,3,3.0,4.0,3.0,3,Stress,Resignation
126,22.0,16.0,29910.0,1.0,19.0,2.0,3.0,2.0,1.0,2.0,6.29,Travel_Rarely,Research & Development,5,Other,Male,1,Research Scientist,Married,2,3,1.0,2.0,3.0,2,Others,Resignation
127,36.0,1.0,196360.0,1.0,12.0,10.0,3.0,10.0,9.0,0.0,6.37,Travel_Rarely,Research & Development,3,Medical,Female,5,Healthcare Representative,Married,3,3,2.0,3.0,3.0,1,Others,Resignation
128,30.0,3.0,11290.0,9.0,19.0,3.0,2.0,1.0,0.0,0.0,8.19,Travel_Frequently,Sales,2,Marketing,Male,3,Research Scientist,Single,2,3,3.0,4.0,3.0,0,Others,Resignation
129,37.0,10.0,133410.0,1.0,14.0,18.0,3.0,18.0,12.0,17.0,6.45,Travel_Rarely,Research & Development,1,Technical Degree,Male,1,Sales Executive,Divorced,3,3,4.0,1.0,2.0,1,Others,Resignation
130,40.0,6.0,43320.0,7.0,14.0,8.0,3.0,5.0,1.0,3.0,6.68,Travel_Rarely,Research & Development,2,Medical,Male,3,Research Scientist,Divorced,2,3,4.0,2.0,3.0,2,Others,Resignation
131,42.0,2.0,110310.0,3.0,12.0,8.0,2.0,5.0,1.0,2.0,7.48,Travel_Rarely,Research & Development,3,Medical,Female,4,Manager,Divorced,2,3,2.0,1.0,3.0,1,Others,Resignation
132,37.0,9.0,44400.0,2.0,11.0,18.0,3.0,1.0,0.0,1.0,9.92,Travel_Rarely,Sales,1,Marketing,Male,3,Sales Executive,Single,2,3,3.0,2.0,2.0,1,Others,Resignation
133,43.0,10.0,46170.0,1.0,11.0,25.0,2.0,25.0,3.0,9.0,7.42,Travel_Rarely,Sales,2,Life Sciences,Female,1,Sales Executive,Divorced,3,3,1.0,2.0,3.0,0,Others,Resignation
134,40.0,6.0,26470.0,6.0,13.0,20.0,2.0,1.0,0.0,0.0,7.49,Travel_Rarely,Sales,2,Life Sciences,Female,1,Laboratory Technician,Married,2,3,2.0,3.0,3.0,0,Others,Resignation
135,54.0,9.0,63230.0,4.0,23.0,24.0,2.0,4.0,1.0,2.0,6.0,Travel_Rarely,Human Resources,3,Life Sciences,Female,2,Manufacturing Director,Married,2,4,1.0,1.0,2.0,1,Others,Resignation
136,34.0,28.0,56770.0,9.0,20.0,6.0,3.0,3.0,1.0,2.0,6.86,Non-Travel,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,3,4,3.0,3.0,3.0,1,Others,Resignation
137,31.0,10.0,21870.0,1.0,15.0,13.0,2.0,13.0,3.0,12.0,6.13,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Sales Executive,Married,2,3,2.0,1.0,1.0,1,Others,Resignation
138,43.0,14.0,37480.0,7.0,14.0,10.0,3.0,3.0,1.0,2.0,7.68,Travel_Frequently,Sales,3,Life Sciences,Female,1,Manufacturing Director,Married,2,3,4.0,4.0,3.0,2,Others,Resignation
139,43.0,27.0,39770.0,4.0,18.0,8.0,3.0,5.0,0.0,2.0,8.88,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Representative,Divorced,3,3,3.0,3.0,3.0,1,Others,Resignation
140,25.0,7.0,86330.0,1.0,19.0,5.0,2.0,5.0,1.0,3.0,10.9,Travel_Rarely,Human Resources,2,Human Resources,Male,1,Manufacturing Director,Single,4,3,2.0,4.0,3.0,1,Others,Resignation
141,37.0,1.0,20080.0,3.0,22.0,15.0,5.0,13.0,10.0,7.0,10.69,Non-Travel,Research & Development,3,Medical,Male,3,Laboratory Technician,Married,2,4,2.0,3.0,3.0,0,Others,Resignation
142,31.0,24.0,44400.0,1.0,13.0,4.0,2.0,4.0,3.0,2.0,7.06,Travel_Rarely,Research & Development,1,Medical,Male,3,Laboratory Technician,Married,3,3,4.0,1.0,3.0,1,Others,Resignation
143,39.0,26.0,30670.0,1.0,20.0,21.0,5.0,21.0,1.0,6.0,9.01,Travel_Frequently,Research & Development,4,Technical Degree,Female,1,Sales Executive,Divorced,1,4,2.0,3.0,3.0,1,Others,Resignation
144,56.0,20.0,53210.0,9.0,14.0,36.0,1.0,7.0,7.0,7.0,7.42,Travel_Frequently,Research & Development,4,Life Sciences,Female,3,Sales Executive,Married,3,3,3.0,1.0,2.0,0,Others,Resignation
145,30.0,5.0,54100.0,0.0,17.0,6.0,2.0,5.0,4.0,4.0,7.59,Travel_Rarely,Sales,4,Medical,Female,2,Manufacturing Director,Single,3,3,2.0,3.0,3.0,1,Others,Resignation
146,41.0,7.0,27820.0,1.0,14.0,10.0,2.0,10.0,0.0,7.0,6.62,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Research Scientist,Married,2,3,2.0,1.0,3.0,0,Others,Resignation
147,28.0,7.0,119570.0,1.0,13.0,10.0,2.0,10.0,1.0,8.0,6.19,Travel_Rarely,Research & Development,3,Medical,Male,3,Healthcare Representative,Divorced,2,3,3.0,1.0,3.0,0,Others,Resignation
148,25.0,5.0,26600.0,5.0,13.0,6.0,3.0,2.0,0.0,2.0,6.47,Travel_Rarely,Research & Development,2,Life Sciences,Female,3,Laboratory Technician,Married,3,3,1.0,1.0,3.0,0,Salary,Resignation
149,52.0,26.0,33750.0,2.0,21.0,28.0,2.0,5.0,0.0,4.0,8.2,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Representative,Married,2,4,4.0,3.0,3.0,0,Others,Resignation
150,45.0,2.0,50980.0,3.0,14.0,8.0,4.0,2.0,0.0,2.0,6.79,Travel_Rarely,Research & Development,3,Medical,Female,1,Sales Executive,Married,3,3,1.0,4.0,2.0,1,Others,Resignation
151,52.0,12.0,48780.0,2.0,11.0,31.0,3.0,5.0,1.0,4.0,7.3,Travel_Rarely,Research & Development,3,Medical,Male,2,Research Scientist,Married,3,3,4.0,4.0,1.0,1,Others,Resignation
152,42.0,10.0,28370.0,2.0,13.0,19.0,0.0,5.0,0.0,2.0,6.82,Travel_Frequently,Sales,3,Marketing,Female,2,Healthcare Representative,Divorced,2,3,1.0,3.0,3.0,1,Others,Resignation
153,30.0,25.0,24060.0,2.0,20.0,11.0,5.0,5.0,0.0,2.0,7.32,Travel_Rarely,Sales,3,Marketing,Male,1,Sales Executive,Single,3,4,3.0,4.0,3.0,1,Others,Resignation
154,60.0,10.0,22690.0,5.0,18.0,33.0,4.0,29.0,11.0,10.0,6.16,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Manufacturing Director,Married,3,3,1.0,1.0,1.0,1,Others,Resignation
155,46.0,19.0,41080.0,2.0,14.0,19.0,5.0,10.0,0.0,8.0,7.61,Travel_Rarely,Sales,4,Marketing,Female,1,Sales Executive,Divorced,2,3,3.0,3.0,2.0,0,Others,Resignation
156,42.0,18.0,132060.0,0.0,13.0,7.0,2.0,6.0,0.0,4.0,6.6,Travel_Frequently,Research & Development,4,Technical Degree,Male,4,Sales Executive,Married,3,3,4.0,4.0,4.0,2,Others,Resignation
157,24.0,27.0,104220.0,1.0,17.0,6.0,0.0,5.0,1.0,4.0,10.65,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Scientist,Single,2,3,1.0,2.0,3.0,1,Others,Resignation
158,34.0,5.0,137440.0,0.0,20.0,3.0,3.0,2.0,1.0,0.0,6.2,Travel_Frequently,Research & Development,3,Medical,Male,2,Research Scientist,Divorced,3,4,4.0,3.0,2.0,1,Others,Resignation
159,38.0,3.0,49070.0,1.0,11.0,1.0,3.0,1.0,0.0,0.0,8.59,Travel_Frequently,Sales,3,Marketing,Female,2,Sales Executive,Married,3,3,4.0,4.0,3.0,1,Others,Resignation
160,40.0,26.0,34820.0,0.0,18.0,21.0,2.0,20.0,1.0,12.0,6.0,Travel_Rarely,Sales,4,Marketing,Female,1,Sales Executive,Married,2,3,3.0,3.0,3.0,1,Others,Resignation
161,26.0,3.0,24360.0,1.0,24.0,3.0,2.0,3.0,0.0,2.0,6.28,Travel_Rarely,Research & Development,2,Medical,Female,4,Healthcare Representative,Divorced,4,4,1.0,4.0,1.0,0,Others,Resignation
162,30.0,15.0,23800.0,4.0,18.0,9.0,2.0,5.0,1.0,4.0,7.91,Non-Travel,Research & Development,3,Medical,Female,2,Sales Executive,Married,2,3,3.0,4.0,1.0,3,Others,Resignation
163,29.0,8.0,194310.0,1.0,11.0,10.0,3.0,10.0,0.0,7.0,7.18,Travel_Rarely,Research & Development,3,Medical,Female,3,Manufacturing Director,Married,3,3,2.0,3.0,3.0,0,Others,Resignation
164,29.0,19.0,17900.0,5.0,16.0,6.0,4.0,2.0,1.0,1.0,6.65,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Research Scientist,Married,2,3,3.0,2.0,4.0,1,Others,Resignation
165,19.0,4.0,76440.0,1.0,15.0,1.0,2.0,1.0,0.0,0.0,7.91,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Executive,Single,3,3,1.0,4.0,4.0,2,Others,Fired
166,30.0,2.0,51310.0,0.0,15.0,10.0,2.0,9.0,7.0,8.0,6.72,Non-Travel,Research & Development,4,Life Sciences,Female,3,Research Scientist,Married,3,3,3.0,1.0,3.0,1,Others,Resignation
167,57.0,2.0,63060.0,3.0,12.0,32.0,3.0,1.0,0.0,0.0,6.29,Travel_Rarely,Research & Development,2,Life Sciences,Male,4,Research Scientist,Divorced,3,3,1.0,4.0,2.0,1,Others,Resignation
168,50.0,10.0,47870.0,0.0,12.0,28.0,3.0,27.0,15.0,7.0,7.18,Travel_Rarely,Sales,4,Life Sciences,Female,3,Manager,Married,3,3,2.0,3.0,3.0,0,Others,Resignation
169,30.0,10.0,188800.0,0.0,22.0,12.0,3.0,11.0,6.0,7.0,6.29,Non-Travel,Sales,2,Life Sciences,Male,3,Laboratory Technician,Single,3,4,3.0,4.0,2.0,1,Others,Resignation
170,60.0,16.0,23390.0,4.0,20.0,22.0,4.0,18.0,13.0,11.0,7.22,Travel_Frequently,Research & Development,3,Life Sciences,Female,4,Laboratory Technician,Married,3,4,3.0,1.0,4.0,0,Others,Resignation
171,47.0,1.0,135700.0,5.0,16.0,20.0,2.0,5.0,0.0,4.0,7.81,Travel_Rarely,Research & Development,3,Technical Degree,Male,5,Manufacturing Director,Divorced,2,3,1.0,4.0,3.0,2,Others,Resignation
172,46.0,4.0,67120.0,6.0,21.0,26.0,3.0,3.0,0.0,1.0,6.8,Travel_Rarely,Sales,1,Technical Degree,Male,1,Laboratory Technician,Married,2,4,1.0,3.0,1.0,1,Others,Resignation
173,35.0,15.0,54060.0,0.0,12.0,6.0,2.0,5.0,4.0,3.0,6.48,Travel_Rarely,Research & Development,2,Medical,Female,2,Laboratory Technician,Single,3,3,4.0,3.0,3.0,1,Others,Resignation
174,54.0,2.0,89380.0,7.0,11.0,19.0,2.0,1.0,0.0,0.0,7.65,Travel_Rarely,Research & Development,4,Medical,Male,2,Human Resources,Single,3,3,3.0,3.0,3.0,3,Others,Resignation
175,34.0,8.0,24390.0,3.0,11.0,14.0,2.0,7.0,5.0,7.0,7.59,Travel_Rarely,Sales,2,Life Sciences,Male,1,Laboratory Technician,Divorced,4,3,4.0,3.0,3.0,2,Others,Resignation
176,46.0,2.0,88370.0,2.0,18.0,15.0,3.0,3.0,1.0,2.0,9.18,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Healthcare Representative,Married,2,3,3.0,4.0,3.0,0,Others,Resignation
177,31.0,7.0,53430.0,1.0,14.0,13.0,3.0,13.0,0.0,8.0,6.38,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,3,3,3.0,2.0,4.0,1,Others,Resignation
178,33.0,10.0,67280.0,7.0,22.0,15.0,2.0,7.0,7.0,7.0,8.48,Travel_Rarely,Research & Development,3,Life Sciences,Female,4,Research Director,Married,2,4,2.0,3.0,4.0,0,Others,Resignation
179,33.0,5.0,66520.0,7.0,25.0,8.0,5.0,4.0,1.0,3.0,6.96,Travel_Rarely,Sales,4,Marketing,Male,2,Research Director,Divorced,3,4,1.0,4.0,3.0,0,Salary,Resignation
180,30.0,2.0,48500.0,0.0,12.0,4.0,4.0,3.0,1.0,2.0,6.47,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Single,3,3,4.0,2.0,3.0,1,Others,Resignation
181,35.0,12.0,28090.0,4.0,23.0,10.0,2.0,8.0,0.0,0.0,8.88,Travel_Rarely,Research & Development,2,Medical,Female,2,Sales Representative,Married,1,4,4.0,3.0,3.0,1,Others,Resignation
182,31.0,22.0,56890.0,3.0,15.0,12.0,2.0,1.0,0.0,0.0,6.59,Travel_Frequently,Research & Development,2,Medical,Female,2,Sales Executive,Married,2,3,1.0,3.0,3.0,2,Others,Resignation
183,34.0,17.0,20010.0,9.0,22.0,11.0,5.0,3.0,0.0,2.0,11.0,Travel_Frequently,Sales,1,Marketing,Male,1,Research Director,Divorced,4,4,2.0,1.0,3.0,1,Others,Fired
184,42.0,2.0,29770.0,4.0,15.0,8.0,3.0,2.0,2.0,0.0,7.81,Travel_Frequently,Research & Development,4,Medical,Female,1,Research Scientist,Married,2,3,2.0,3.0,3.0,3,Others,Resignation
185,36.0,3.0,40250.0,1.0,11.0,10.0,3.0,10.0,9.0,7.0,7.23,Non-Travel,Research & Development,4,Medical,Male,1,Research Scientist,Single,3,3,2.0,4.0,2.0,0,Others,Resignation
186,22.0,7.0,37850.0,5.0,13.0,4.0,2.0,2.0,1.0,2.0,6.42,Travel_Frequently,Research & Development,3,Medical,Female,2,Laboratory Technician,Single,3,3,3.0,3.0,3.0,2,Stress,Resignation
187,48.0,6.0,108540.0,2.0,14.0,14.0,6.0,9.0,6.0,7.0,6.78,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,3,3,2.0,4.0,3.0,1,Others,Resignation
188,55.0,1.0,120310.0,3.0,11.0,37.0,5.0,10.0,7.0,7.0,7.39,Travel_Rarely,Research & Development,3,Medical,Female,1,Sales Executive,Single,3,3,1.0,2.0,3.0,0,Others,Resignation
189,41.0,3.0,99360.0,7.0,17.0,16.0,2.0,14.0,1.0,10.0,6.19,Non-Travel,Research & Development,2,Life Sciences,Female,2,Research Scientist,Single,2,3,4.0,4.0,3.0,1,Others,Resignation
190,35.0,22.0,29660.0,9.0,18.0,15.0,2.0,11.0,6.0,9.0,6.01,Travel_Rarely,Research & Development,3,Medical,Female,1,Sales Representative,Married,2,3,2.0,3.0,3.0,0,Others,Resignation
191,40.0,15.0,25710.0,7.0,14.0,22.0,1.0,20.0,5.0,13.0,7.3,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Single,3,3,2.0,3.0,3.0,0,Others,Resignation
192,39.0,12.0,99910.0,1.0,16.0,8.0,3.0,8.0,0.0,7.0,7.06,Travel_Frequently,Research & Development,1,Medical,Male,1,Research Scientist,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
193,31.0,1.0,61420.0,4.0,13.0,10.0,2.0,6.0,0.0,5.0,8.73,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Research Director,Single,2,3,2.0,4.0,4.0,2,Others,Resignation
194,42.0,5.0,53900.0,1.0,14.0,10.0,3.0,10.0,5.0,8.0,10.81,Travel_Rarely,Research & Development,3,Medical,Male,3,Sales Executive,Married,3,3,4.0,1.0,2.0,0,Others,Resignation
195,45.0,2.0,44040.0,0.0,23.0,9.0,2.0,8.0,3.0,7.0,7.41,Travel_Rarely,Research & Development,1,Medical,Female,4,Sales Executive,Married,3,4,4.0,2.0,4.0,0,Others,Resignation
196,26.0,2.0,59930.0,0.0,12.0,8.0,3.0,7.0,1.0,0.0,9.19,Travel_Frequently,Research & Development,1,Life Sciences,Female,2,Laboratory Technician,Divorced,3,3,3.0,3.0,2.0,0,Salary,Resignation
197,29.0,5.0,51300.0,4.0,11.0,8.0,3.0,3.0,1.0,2.0,7.39,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2,3,4.0,4.0,4.0,0,Others,Resignation
198,33.0,16.0,20900.0,4.0,16.0,10.0,2.0,6.0,0.0,5.0,7.4,Travel_Rarely,Research & Development,3,Medical,Female,1,Laboratory Technician,Divorced,3,3,1.0,3.0,3.0,0,Others,Resignation
199,31.0,2.0,29090.0,9.0,14.0,10.0,2.0,5.0,0.0,1.0,6.71,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Sales Executive,Divorced,3,3,3.0,4.0,2.0,2,Others,Resignation
200,18.0,2.0,34680.0,1.0,18.0,0.0,4.0,0.0,0.0,0.0,9.23,Travel_Frequently,Research & Development,3,Technical Degree,Male,1,Sales Executive,Single,4,3,2.0,2.0,3.0,2,Salary,Resignation
201,40.0,1.0,30680.0,3.0,19.0,20.0,3.0,1.0,0.0,1.0,6.88,Non-Travel,Research & Development,4,Technical Degree,Female,2,Laboratory Technician,Divorced,2,3,3.0,1.0,3.0,0,Others,Resignation
202,41.0,23.0,26700.0,2.0,15.0,10.0,2.0,8.0,0.0,7.0,9.29,Non-Travel,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Single,2,3,1.0,3.0,3.0,2,Others,Resignation
203,26.0,9.0,26930.0,5.0,17.0,8.0,3.0,0.0,0.0,0.0,6.02,Travel_Rarely,Research & Development,4,Medical,Male,3,Healthcare Representative,Divorced,2,3,1.0,3.0,3.0,3,Others,Resignation
204,35.0,16.0,95260.0,1.0,15.0,5.0,2.0,5.0,0.0,3.0,6.33,Travel_Rarely,Research & Development,4,Medical,Male,2,Human Resources,Single,2,3,1.0,3.0,3.0,0,Others,Resignation
205,34.0,26.0,52370.0,1.0,19.0,10.0,3.0,10.0,5.0,7.0,6.41,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,2,3,4.0,4.0,3.0,1,Others,Resignation
206,26.0,1.0,24260.0,1.0,22.0,1.0,3.0,1.0,0.0,0.0,8.75,Travel_Rarely,Sales,3,Marketing,Female,2,Manufacturing Director,Single,1,4,3.0,4.0,1.0,0,Salary,Resignation
207,37.0,8.0,41930.0,4.0,16.0,12.0,5.0,6.0,1.0,2.0,7.39,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Sales Executive,Single,3,3,2.0,4.0,4.0,1,Others,Resignation
208,46.0,4.0,29110.0,5.0,13.0,28.0,3.0,2.0,1.0,2.0,6.2,Travel_Frequently,Research & Development,1,Medical,Male,5,Human Resources,Married,3,3,1.0,3.0,2.0,0,Others,Resignation
209,41.0,24.0,26610.0,7.0,14.0,22.0,2.0,18.0,11.0,8.0,7.71,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Research Director,Married,3,3,2.0,1.0,3.0,1,Others,Resignation
210,37.0,7.0,20280.0,1.0,16.0,9.0,3.0,9.0,7.0,7.0,7.51,Non-Travel,Research & Development,2,Medical,Male,1,Sales Executive,Divorced,3,3,1.0,2.0,3.0,1,Others,Resignation
211,52.0,2.0,99800.0,2.0,11.0,18.0,2.0,10.0,6.0,9.0,9.08,Travel_Rarely,Sales,1,Medical,Male,1,Laboratory Technician,Divorced,3,3,4.0,1.0,3.0,1,Others,Resignation
212,32.0,7.0,32980.0,8.0,22.0,6.0,4.0,4.0,1.0,2.0,5.99,Non-Travel,Research & Development,2,Life Sciences,Female,2,Research Director,Married,2,4,4.0,3.0,3.0,0,Salary,Resignation
213,24.0,22.0,29350.0,0.0,14.0,3.0,5.0,2.0,2.0,1.0,6.03,Travel_Frequently,Sales,3,Life Sciences,Female,1,Healthcare Representative,Married,2,3,4.0,4.0,3.0,2,Others,Resignation
214,38.0,5.0,154270.0,3.0,16.0,18.0,2.0,1.0,0.0,0.0,6.02,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
215,37.0,1.0,39440.0,6.0,11.0,8.0,3.0,6.0,4.0,3.0,6.9,Travel_Rarely,Research & Development,4,Technical Degree,Female,5,Research Scientist,Married,3,3,2.0,2.0,2.0,2,Others,Resignation
216,49.0,21.0,40110.0,1.0,18.0,31.0,2.0,31.0,0.0,9.0,10.78,Travel_Rarely,Sales,1,Life Sciences,Male,1,Sales Executive,Divorced,1,3,4.0,3.0,3.0,2,Others,Resignation
217,24.0,1.0,34070.0,1.0,15.0,6.0,2.0,6.0,1.0,4.0,8.98,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Executive,Married,2,3,2.0,4.0,3.0,2,Others,Resignation
218,26.0,19.0,119940.0,1.0,14.0,6.0,6.0,5.0,1.0,4.0,7.38,Travel_Rarely,Research & Development,4,Technical Degree,Female,4,Sales Executive,Married,3,3,1.0,2.0,4.0,1,Others,Resignation
219,24.0,7.0,12320.0,1.0,12.0,1.0,4.0,1.0,0.0,0.0,6.82,Travel_Rarely,Sales,3,Medical,Female,1,Laboratory Technician,Married,1,3,4.0,2.0,3.0,0,Others,Resignation
220,50.0,2.0,29600.0,1.0,14.0,32.0,2.0,32.0,10.0,7.0,6.79,Travel_Frequently,Sales,2,Marketing,Male,1,Sales Executive,Married,3,3,1.0,2.0,3.0,3,Others,Resignation
221,25.0,2.0,190940.0,1.0,16.0,7.0,3.0,7.0,0.0,6.0,7.41,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,2,3,2.0,3.0,3.0,0,Others,Resignation
222,24.0,2.0,39190.0,1.0,21.0,6.0,3.0,6.0,1.0,2.0,10.82,Travel_Frequently,Research & Development,3,Medical,Male,2,Research Scientist,Married,3,4,1.0,3.0,3.0,0,Others,Fired
223,30.0,9.0,68250.0,1.0,14.0,1.0,2.0,1.0,0.0,0.0,6.88,Travel_Frequently,Research & Development,3,Other,Male,2,Healthcare Representative,Married,3,3,2.0,1.0,4.0,0,Others,Fired
224,34.0,6.0,102480.0,1.0,12.0,6.0,4.0,6.0,1.0,3.0,8.91,Travel_Rarely,Sales,2,Life Sciences,Male,4,Research Director,Married,3,3,2.0,4.0,3.0,1,Others,Resignation
225,31.0,9.0,189470.0,2.0,12.0,9.0,2.0,3.0,1.0,2.0,6.68,Travel_Rarely,Research & Development,1,Medical,Female,1,Sales Representative,Divorced,2,3,2.0,1.0,1.0,2,Salary,Resignation
226,35.0,2.0,24960.0,4.0,17.0,9.0,3.0,3.0,0.0,2.0,7.92,Travel_Rarely,Research & Development,3,Life Sciences,Female,5,Sales Executive,Single,3,3,1.0,4.0,3.0,3,Others,Resignation
227,31.0,1.0,64650.0,4.0,17.0,13.0,3.0,7.0,5.0,7.0,6.31,Travel_Rarely,Sales,3,Marketing,Female,2,Sales Executive,Divorced,3,3,1.0,4.0,4.0,0,Others,Resignation
228,27.0,22.0,22060.0,0.0,14.0,6.0,4.0,5.0,0.0,3.0,7.89,Travel_Rarely,Sales,4,Medical,Male,1,Sales Representative,Divorced,3,3,1.0,3.0,2.0,1,Others,Resignation
229,37.0,9.0,20860.0,4.0,14.0,17.0,3.0,3.0,1.0,0.0,8.88,Travel_Rarely,Sales,4,Marketing,Female,2,Laboratory Technician,Married,3,3,4.0,3.0,2.0,0,Others,Resignation
230,20.0,17.0,22930.0,1.0,13.0,1.0,3.0,1.0,0.0,0.0,7.09,Travel_Rarely,Research & Development,4,Medical,Female,1,Sales Representative,Single,1,3,4.0,2.0,4.0,2,Others,Resignation
231,42.0,28.0,26450.0,1.0,15.0,10.0,5.0,10.0,2.0,2.0,7.49,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Married,3,3,3.0,4.0,3.0,0,Others,Resignation
232,43.0,10.0,26830.0,4.0,11.0,21.0,3.0,1.0,0.0,0.0,8.69,Travel_Rarely,Research & Development,5,Technical Degree,Female,2,Sales Executive,Divorced,3,3,2.0,4.0,2.0,0,Others,Resignation
233,38.0,2.0,20140.0,3.0,17.0,8.0,5.0,0.0,0.0,0.0,6.8,Travel_Rarely,Human Resources,4,Medical,Male,1,Human Resources,Single,4,3,3.0,1.0,2.0,1,Others,Resignation
234,43.0,4.0,34190.0,3.0,11.0,10.0,5.0,8.0,4.0,7.0,9.13,Travel_Frequently,Sales,3,Medical,Female,2,Healthcare Representative,Divorced,3,3,4.0,3.0,3.0,1,Others,Resignation
235,48.0,8.0,53760.0,7.0,13.0,21.0,3.0,3.0,0.0,2.0,7.02,Travel_Rarely,Research & Development,1,Medical,Male,2,Laboratory Technician,Married,4,3,4.0,1.0,1.0,1,Others,Resignation
236,44.0,29.0,19510.0,4.0,22.0,10.0,4.0,2.0,0.0,2.0,6.7,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,Single,4,4,1.0,3.0,4.0,3,Others,Resignation
237,34.0,13.0,23410.0,1.0,20.0,8.0,3.0,8.0,0.0,6.0,8.4,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Divorced,2,4,3.0,3.0,3.0,2,Others,Resignation
238,27.0,27.0,22930.0,0.0,18.0,5.0,0.0,4.0,0.0,2.0,6.48,Travel_Rarely,Sales,3,Life Sciences,Male,2,Research Scientist,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
239,21.0,16.0,87260.0,1.0,11.0,3.0,2.0,3.0,1.0,2.0,7.23,Travel_Rarely,Sales,2,Life Sciences,Male,3,Sales Executive,Single,1,3,3.0,3.0,3.0,1,Others,Resignation
240,44.0,2.0,40110.0,4.0,14.0,26.0,2.0,2.0,0.0,1.0,8.69,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,Married,3,3,4.0,4.0,4.0,1,Others,Resignation
241,22.0,2.0,195450.0,0.0,14.0,3.0,3.0,2.0,2.0,2.0,6.04,Travel_Rarely,Research & Development,2,Medical,Female,2,Laboratory Technician,Married,2,3,1.0,3.0,3.0,0,Others,Resignation
242,33.0,13.0,45680.0,0.0,18.0,6.0,2.0,5.0,1.0,2.0,7.28,Travel_Rarely,Sales,4,Marketing,Female,2,Manufacturing Director,Divorced,3,3,3.0,3.0,3.0,1,Others,Resignation
243,32.0,1.0,30220.0,1.0,16.0,6.0,3.0,6.0,0.0,5.0,9.38,Travel_Rarely,Research & Development,1,Life Sciences,Female,1,Healthcare Representative,Married,3,3,1.0,4.0,2.0,1,Others,Resignation
244,30.0,4.0,57720.0,1.0,17.0,1.0,3.0,1.0,0.0,0.0,7.31,Travel_Frequently,Research & Development,5,Technical Degree,Male,3,Manager,Divorced,3,3,3.0,3.0,3.0,0,Others,Resignation
245,53.0,24.0,22690.0,7.0,11.0,18.0,2.0,14.0,8.0,10.0,7.11,Travel_Rarely,Research & Development,3,Other,Female,3,Manager,Single,2,3,4.0,1.0,4.0,1,Others,Resignation
246,34.0,1.0,53810.0,1.0,12.0,10.0,0.0,10.0,8.0,8.0,7.44,Travel_Rarely,Research & Development,5,Medical,Male,1,Research Scientist,Married,3,3,2.0,4.0,2.0,0,Others,Resignation
